description,location,date,bedroom,bathroom,price
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 19 Jun 2020,4,4,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Chevy View Estate Chevron Drive., Lekki, Lagos",Added on 19 Jun 2020,4,4,"65,000,000"
4 bedroom terraced duplex for sale,"  Orchid Road Chevron, Lekki, Lagos",Added on 19 Jun 2020,4,5,"42,000,000"
3 bedroom terraced duplex for sale,"  Orchid Road, Lekki Phase 2, Lekki, Lagos",Added on 04 May 2020,3,4,"35,000,000"
4 bedroom semi-detached duplex for sale,"  Adelabu, Surulere, Lagos",Added on 19 Jun 2020,4,4,"70,000,000"
3 bedroom semi-detached duplex for sale,"  Mende, Maryland, Lagos",Added on 19 Jun 2020,3,3,"65,000,000"
5 bedroom detached duplex for sale,"  Bera Estate, Lekki Phase 1, Lekki, Lagos",Added on 19 Jun 2020,5,5,"120,000,000"
4 bedroom detached duplex for sale,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",Added on 19 Jun 2020,4,4,"230,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Orchid, Ikota, Lekki, Lagos",Added on 13 Aug 2020,4,4,"58,000,000"
5 bedroom detached duplex for sale,"  Osapa London, Osapa, Lekki, Lagos",Added on 19 Jun 2020,5,5,"95,000,000"
4 bedroom detached bungalow for sale,"  Akilapa Estate, Off Nihort Idi Ishin Jericho, Ibadan, Oyo",Added on 19 Jun 2020,4,5,"30,000,000"
4 bedroom house for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 16 Mar 2020,4,4,"85,000,000"
3 bedroom semi-detached duplex for sale,"  Ajah, Lekki Expressway, Lekki, Lagos",Added on 01 Apr 2020,3,3,"35,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 18 May 2020,4,4,"57,000,000"
5 bedroom detached duplex for sale,"  Gra Quarters, Iyaganku, Ibadan, Oyo",Added on 19 Jun 2020,5,7,"80,000,000"
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 19 Jun 2020,5,5,"130,000,000"
5 bedroom detached duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 19 Jun 2020,5,5,"75,000,000"
2 bedroom terraced duplex for sale,"  Shell Cooperative, Eneka, Port Harcourt, Rivers",Added on 19 Jun 2020,2,3,"25,000,000"
?,"  Shell Cooperative, Eneka, Port Harcourt, Rivers",?,2,3,"25,000,000"
5 bedroom detached duplex for sale,"  Fynstone Estate, Gwarinpa, Abuja",Added on 15 Mar 2020,5,9,"160,000,000"
6 bedroom detached duplex for sale,"  Off 6th Avenue, Gwarinpa, Abuja",Added on 11 Jun 2020,6,11,"135,000,000"
4 bedroom terraced duplex for sale,"  Diplomatic Zone, Katampe Extension, Katampe, Abuja",Added on 28 May 2020,4,6,"100,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 15 Jun 2020,5,6,"70,000,000"
4 bedroom terraced duplex for sale,"  Conservation Center, Lekki Phase 2, Lekki, Lagos",Added on 18 Jun 2020,4,4,"48,000,000"
5 bedroom semi-detached duplex for sale,"  Ocean Bay Estate, Orchid Road, Lekki- Epe Expressway, Lekki Expressway, Lekki, Lagos",Added on 18 Jun 2020,5,5,"95,000,000"
4 bedroom detached duplex for sale,"  Crown Estate., Ajiwe, Ajah, Lagos",Added on 18 Jun 2020,4,5,"45,000,000"
3 bedroom detached bungalow for sale,"  Thomas Estate., Ajiwe, Ajah, Lagos",Added on 18 Jun 2020,3,5,"34,000,000"
5 bedroom detached duplex for sale,"  Moshood Olugbani Street, Victoria Island, Eko Atlantic City, Lagos",Added on 18 Jun 2020,5,5,"430,000,000"
4 bedroom terraced duplex for sale,"  Omole Phase 1, Ikeja, Lagos",Added on 18 Jun 2020,4,4,"80,000,000"
4 bedroom semi-detached duplex for sale,"  Earls Court, Lekki, Lagos",Added on 18 Jun 2020,4,4,"130,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Bera Estate Off Chevron Drive, Lekki Expressway, Lekki, Lagos",Added on 15 Aug 2020,4,4,"45,000,000"
3 bedroom terraced duplex for sale,"  Ikate, Lekki, Lagos",Added on 18 Jun 2020,3,3,"120,000,000"
4 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 21 Mar 2020,4,4,"125,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 18 Jun 2020,5,5,"80,000,000"
4 bedroom terraced duplex for sale,"  Road 5 Ikota Villa Estate., Ikota, Lekki, Lagos",Added on 18 Jun 2020,4,4,"38,000,000"
5 bedroom detached duplex for sale,"  Lekki County, Ikota, Lekki, Lagos",Added on 12 Jun 2020,5,6,"135,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Lekki, Lagos",Added on 08 Apr 2020,5,5,"230,000,000"
4 bedroom semi-detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 18 Jun 2020,4,4,"48,000,000"
4 bedroom terraced duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 18 Jun 2020,4,4,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Chevy View Estate, Lekki Phase 2, Lekki, Lagos",Added on 18 Jun 2020,4,4,"55,000,000"
?,"  Chevy View Estate, Lekki Phase 2, Lekki, Lagos",?,4,4,"55,000,000"
2 bedroom block of flats for sale,"  Eko Atlantic City, Lagos",Added on 10 Jun 2019,2,3,"145,000,000"
3 bedroom block of flats for sale,"  1004, Victoria Island (VI), Lagos",Added on 15 Aug 2019,3,3,"70,000,000"
2 bedroom block of flats for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 20 Dec 2019,2,2,"50,000,000"
5 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 18 Jun 2020,5,5,"85,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 18 Jun 2020,5,5,"95,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 18 Jun 2020,4,4,"53,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa, Ikota, Lekki, Lagos",Added on 18 Jun 2020,5,5,"75,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 18 Jun 2020,5,5,"280,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa, Ikota, Lekki, Lagos",Added on 18 Jun 2020,4,4,"52,000,000"
5 bedroom detached duplex for sale,"  Ikate Villa, Lekki, Lagos",Added on 18 Jun 2020,5,5,"70,000,000"
5 bedroom detached bungalow for sale,"  Ogba, Ikeja, Lagos",Added on 18 Jun 2020,5,5,"47,000,000"
?,,?,,,
5 bedroom house for sale,"  Ikate, Lekki, Lagos",Added on 26 Aug 2020,5,6,"130,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 07 Jun 2020,5,5,"95,000,000"
5 bedroom detached duplex for sale,"  Orchid Road By Chevron Toll Gate, Lekki Expressway, Lekki, Lagos",Added on 08 Jun 2020,5,6,"80,000,000"
4 bedroom detached duplex for sale,"  After Chevron Toll Gate Ikota Lekki, Ikota, Lekki, Lagos",Added on 18 Jun 2020,4,6,"63,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 18 Jun 2020,5,5,"450,000,000"
4 bedroom semi-detached duplex for sale,"  Ajah, Lagos",Added on 18 Jun 2020,4,4,"40,000,000"
4 bedroom terraced duplex for sale,"  Behind World Oil, Ilasan, Lekki, Lagos",Added on 06 Mar 2020,4,4,"65,000,000"
4 bedroom terraced duplex for sale,"  Bishopsgate Residence, Kusenla Road, Ikate Elegushi, Lekki, Lagos",Added on 16 Apr 2019,4,4,"60,000,000"
4 bedroom terraced duplex for sale,"  Ogidi Crescent, Lekki Phase 1, Lekki, Lagos",Added on 16 Apr 2019,4,3,"78,000,000"
4 bedroom terraced duplex for sale,"  Ihuntayi Street, Oniru, Victoria Island (VI), Lagos",Added on 29 Oct 2019,4,4,"85,000,000"
?,"  Ihuntayi Street, Oniru, Victoria Island (VI), Lagos",?,4,4,"85,000,000"
4 bedroom terraced duplex for sale,"  Mobil Road, Ajah, Lagos",Added on 10 Jun 2020,4,4,"45,000,000"
4 bedroom house for sale,"  Redworth Terraces, Ikate Elegushi, Lekki, Lagos",Added on 10 Jun 2020,4,4,"68,000,000"
5 bedroom detached duplex for sale,"  Aliyu Street, Guzape District, Abuja",Added on 17 Jun 2020,5,5,"500,000,000"
2 bedroom block of flats for sale,"  Lekki Phase 1 By 3rd Round About, Lekki Phase 1, Lekki, Lagos",Added on 17 Jun 2020,2,5,"45,000,000"
6 bedroom block of flats for sale,"  Magazine Road., Jericho, Ibadan, Oyo",Added on 17 Jun 2020,6,7,"140,000,000"
4 bedroom terraced duplex for sale,"  District Fct, Mabuchi, Abuja",Added on 10 Jun 2020,4,5,"75,000,000"
5 bedroom detached duplex for sale,"  District Fct, Mabuchi, Abuja",Added on 10 Jun 2020,5,6,"150,000,000"
5 bedroom terraced duplex for sale,"  Ikoyi, Lagos",Added on 10 May 2020,5,6,"230,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 22 May 2020,5,5,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 29 May 2020,4,4,"50,000,000"
4 bedroom terraced duplex for sale,"  Ajah, Lagos",Added on 05 Jun 2020,4,4,"38,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Plot 2785, End Of Linda Chalker Street, Asokoro District, Abuja",Added on 23 Jun 2020,5,5,"170,000,000"
4 bedroom terraced duplex for sale,"  Off Alexander Road, Old Ikoyi, Ikoyi, Lagos",Added on 17 Jun 2020,4,4,"270,000,000"
5 bedroom detached duplex for sale,"  Lekki County, Ikota, Lekki, Lagos",Added on 17 May 2020,5,6,"85,000,000"
5 bedroom detached duplex for sale,"  Megamound Estate Ikota, Ikota, Lekki, Lagos",Added on 17 Jun 2020,5,5,"85,000,000"
5 bedroom detached duplex for sale,"  Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",Added on 06 Mar 2020,5,5,"250,000,000"
4 bedroom semi-detached duplex for sale,"  Olu Akerele Street, Allen, Ikeja, Lagos",Added on 04 Mar 2020,4,3,"70,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 17 Jun 2020,5,5,"320,000,000"
18 bedroom block of flats for sale,"  Obanikoro, Shomolu, Lagos",Added on 11 Jun 2020,18,18,"200,000,000"
4 bedroom semi-detached duplex for sale,"  Vgc Traffic Light, Lekki Phase 2, Lekki, Lagos",Added on 17 Jun 2020,4,4,"43,000,000"
5 bedroom house for sale,"  Adeniyi Jones, Ikeja, Lagos",Added on 17 Jun 2020,5,5,"95,000,000"
?,"  Adeniyi Jones, Ikeja, Lagos",?,5,5,"95,000,000"
10 bedroom detached duplex for sale,"  Government Residential Area, Close To Officers Mess, Agodi, Ibadan, Oyo",Added on 17 Jun 2020,10,9,"120,000,000"
4 bedroom detached duplex for sale,"  Okebadan Estate, Akala Way, Akobo, Ibadan, Oyo",Added on 17 Jun 2020,4,7,"45,000,000"
4 bedroom detached duplex for sale,"  Pinnock, Osapa, Lekki, Lagos",Added on 05 Mar 2020,4,5,"150,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 17 Jun 2020,5,5,"250,000,000"
3 bedroom block of flats for sale,"  Orchard Pace Shasha., Akowonjo, Alimosho, Lagos",Added on 17 Jun 2020,3,5,"22,000,000"
18 bedroom house for sale,"  Close To Medina Estate, Medina, Gbagada, Lagos",Added on 17 Jun 2020,18,18,"100,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 29 Apr 2020,5,5,"290,000,000"
4 bedroom semi-detached duplex for sale,"  Ajah, Lagos",Added on 16 Jun 2020,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 15 Jun 2020,5,5,"55,000,000"
3 bedroom terraced duplex for sale,"  Off Ogunlana Drive(or Off Adelabu), Ogunlana, Surulere, Lagos",Added on 17 Jun 2020,3,3,"50,000,000"
8 bedroom detached duplex for sale,"  Femi Okunnu Estate Phase 2, Lekki, Lagos",Added on 17 Jun 2020,8,8,"165,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 10 Aug 2020,4,5,"38,000,000"
4 bedroom terraced duplex for sale,"  Ikota Royal, Ikota, Lekki, Lagos",Added on 06 Jun 2020,4,5,"37,000,000"
6 bedroom detached duplex for sale,"  Owode, Ijako, Sango Ota, Ogun",Added on 17 Jun 2020,6,6,"30,000,000"
4 bedroom detached duplex for sale,"  Ojodu Berger, Ojodu, Lagos",Added on 14 Jun 2020,4,4,"65,000,000"
3 bedroom block of flats for sale,"  Surulere, Lagos",Added on 27 Oct 2019,3,4,"20,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 17 Jun 2020,4,4,"155,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 17 Jun 2020,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Ilasan, Lekki, Lagos",Added on 17 Jun 2020,4,4,"65,000,000"
3 bedroom detached bungalow for sale,"  Orisun Estate Akinyele Onidundu, Akinyele, Oyo",Added on 17 Jun 2020,3,4,"8,500,000"
2 bedroom block of flats for sale,"  Omole Phase 1, Ikeja, Lagos",Added on 17 Jun 2020,2,2,"35,000,000"
?,"  Omole Phase 1, Ikeja, Lagos",?,2,2,"35,000,000"
4 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 11 Jun 2020,4,4,"400,000,000"
4 bedroom semi-detached duplex for sale,"  Ajiran, Osapa, Lekki, Lagos",Added on 15 Jun 2020,4,5,"80,000,000"
4 bedroom detached duplex for sale,"  VGC, Lekki, Lagos",Added on 01 Jun 2020,4,5,"300,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Lafiaji, Lekki, Lagos",Added on 16 Jun 2020,4,4,"58,000,000"
4 bedroom detached duplex for sale,"  Chevron Toll, Lekki Expressway, Lekki, Lagos",Added on 16 Jun 2020,4,5,"53,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Toli, Lekki Expressway, Lekki, Lagos",Added on 16 Jun 2020,4,5,"45,000,000"
5 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 05 Mar 2020,5,5,"280,000,000"
4 bedroom semi-detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 16 Jun 2020,4,4,"80,000,000"
4 bedroom detached bungalow for sale,"  Ogba, Ikeja, Lagos",Added on 28 Feb 2020,4,5,"39,000,000"
4 bedroom house for sale,"  Banana Island, Ikoyi, Lagos",Added on 20 May 2020,4,4,"450,000,000"
4 bedroom terraced duplex for sale,"  Ilasan Road Behind World Oil, Ilasan, Lekki, Lagos",Added on 21 May 2020,4,4,"65,000,000"
?,,?,,,
3 bedroom semi-detached duplex for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,500,000"
4 bedroom terraced duplex for sale,"  Chevron Drive, Lekki Phase 1, Lekki, Lagos",Added on 22 May 2020,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 12 Jun 2020,5,5,"240,000,000"
4 bedroom terraced duplex for sale,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",Added on 14 Jun 2020,4,4,"215,000,000"
4 bedroom detached duplex for sale,"  After Godab And Brains And Hammer, Life Camp, Abuja",Added on 16 Jun 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Osapa London Estate, Osapa, Lekki, Lagos",Added on 16 Jun 2020,5,5,"67,000,000"
3 bedroom terraced duplex for sale,"  Off Awolowo Road, Falomo, Ikoyi, Lagos",Added on 04 Oct 2019,3,3,"150,000,000"
4 bedroom detached duplex for sale,"  After Stella Maris Opposite Godab Estate, Life Camp, Abuja",Added on 16 Jun 2020,4,4,"55,000,000"
4 bedroom semi-detached bungalow for sale,"  Megamound Estate Ikota, Ikota, Lekki, Lagos",Added on 16 Jun 2020,4,4,"75,000,000"
4 bedroom terraced duplex for sale,"  Ajah, Lagos",Added on 16 Jun 2020,4,4,"48,000,000"
?,"  Ajah, Lagos",?,4,4,"48,000,000"
50 bedroom block of flats for sale,"  Off Olaniyi Road, Abule Egba, Agege, Lagos",Added on 16 Jun 2020,50,50,"75,000,000"
5 bedroom detached duplex for sale,"  Orchid Road By Chevron Tollgate., Lekki Phase 2, Lekki, Lagos",Added on 16 Jun 2020,5,5,"70,000,000"
4 bedroom detached duplex for sale,"  Off Orchid Hotel Road By Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",Added on 16 Jun 2020,4,4,"75,000,000"
3 bedroom detached bungalow for sale,"  Jesus Saves, Asaba, Asaba, Delta",Added on 16 Jun 2020,3,3,"40,000,000"
5 bedroom detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 16 Jun 2020,5,5,"280,000,000"
5 bedroom detached duplex for sale,"  Megamound Estate, Ikota, Lekki, Lagos",Added on 16 Jun 2020,5,5,"120,000,000"
5 bedroom detached duplex for sale,"  Megamound, Ikota, Lekki, Lagos",Added on 16 Jun 2020,5,5,"120,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 05 May 2020,5,5,"100,000,000"
4 bedroom terraced duplex for sale,"  Lekki Palm Estate, Ajah, Lagos",Added on 16 Jun 2020,4,4,"30,000,000"
3 bedroom detached bungalow for sale,"  Mowe, Redemption Camp, KM 46, Ogun",Added on 16 Jun 2020,3,3,"18,000,000"
3 bedroom terraced duplex for sale,"  Ikota Estate, Ikota, Lekki, Lagos",Added on 16 Jun 2020,3,3,"37,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 06 Jun 2020,5,5,"250,000,000"
6 bedroom detached duplex for sale,"  Off Road 14, Lekki Phase 1, Lekki, Lagos",Added on 21 May 2020,6,6,"260,000,000"
7 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 13 Jun 2020,7,11,"440,000,000"
5 bedroom detached duplex for sale,"  Chevron Drive Lekki Lagos, Lekki Phase 2, Lekki, Lagos",Added on 16 Jun 2020,5,5,"85,000,000"
4 bedroom terraced duplex for sale,"  Masha, Surulere, Lagos",Added on 16 Jun 2020,4,4,"40,000,000"
3 bedroom block of flats for sale,"  Orchard Place, Akowonjo, Alimosho, Lagos",Added on 16 Jun 2020,3,4,"22,000,000"
4 bedroom terraced duplex for sale,"  Off Oba Akinjobi Way, Ikeja GRA, Ikeja, Lagos",Added on 26 Nov 2018,4,4,"75,000,000"
4 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 15 Jun 2020,4,5,"48,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 23 May 2020,5,6,"115,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Lekki Phase 1, Lekki, Lagos",Added on 27 May 2020,5,6,"400,000,000"
?,"  Pinnock Beach Estate, Lekki Phase 1, Lekki, Lagos",?,5,6,"400,000,000"
4 bedroom terraced duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 15 Jun 2020,4,5,"125,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 06 Jun 2020,4,5,"80,000,000"
3 bedroom detached bungalow for sale,"  Thomas Estate, Ajah, Lagos",Added on 15 Jun 2020,3,3,"35,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 15 Jun 2020,5,5,"230,000,000"
3 bedroom block of flats for sale,"  Gbangbala, Ikate Elegushi, Lekki, Lagos",Added on 15 Jun 2020,3,3,"44,500,000"
4 bedroom semi-detached duplex for sale,"  Wawa, Lagos- Ibadan Expressway, Berger, Arepo, Ogun",Added on 08 Oct 2019,4,5,"55,000,000"
4 bedroom terraced duplex for sale,"  Lekki Palm City Estate, Ado, Ajah, Lagos",Added on 15 Jun 2020,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Osapa London, Jakande, Lekki, Lagos",Added on 15 Jun 2020,5,5,"100,000,000"
4 bedroom terraced duplex for sale,"  Chevron Drive By Chevron Headoffice, Lekki Phase 2, Lekki, Lagos",Added on 15 Jun 2020,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 15 Jun 2020,5,5,"720,000,000"
3 bedroom block of flats for sale,"  Off Spar Road By Nicon Town, Ikate Elegushi, Lekki, Lagos",Added on 15 Jun 2020,3,3,"30,000,000"
?,,?,,,
20 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 15 Aug 2020,20,4,"100,000,000"
3 bedroom terraced duplex for sale,"  By Second Toll Gate,, Lekki Phase 2, Lekki, Lagos",Added on 15 Jun 2020,3,4,"42,000,000"
5 bedroom semi-detached duplex for sale,"  Off Alexander, Ikoyi, Lagos",Added on 15 Jun 2020,5,5,"270,000,000"
4 bedroom terraced duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 15 Jun 2020,4,4,"250,000,000"
4 bedroom semi-detached duplex for sale,"  By Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",Added on 11 Jun 2020,4,4,"45,000,000"
3 bedroom block of flats for sale,"  Igbogbo, Ikorodu, Lagos",Added on 15 Jun 2020,3,2,"25,000,000"
4 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 15 Jun 2020,4,2,"60,000,000"
4 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 15 Jun 2020,4,4,"45,000,000"
5 bedroom terraced duplex for sale,"  Victoria Island (VI), Lagos",Added on 15 Jun 2020,5,5,"250,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 27 Nov 2018,4,4,"85,000,000"
?,"  Lekki Phase 1, Lekki, Lagos",?,4,4,"85,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 06 Sep 2019,4,4,"67,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 11 Sep 2019,4,4,"64,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 15 Jun 2020,5,5,"75,000,000"
3 bedroom detached bungalow for sale,"  Abijo, Lekki, Lagos",Added on 25 Apr 2020,3,3,"27,100,000"
4 bedroom terraced duplex for sale,"  Milverton, Old Ikoyi, Ikoyi, Lagos",Added on 07 Nov 2018,4,4,"230,000,000"
4 bedroom semi-detached duplex for sale,"  Phase 3, Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 15 Jun 2020,4,4,"130,000,000"
4 bedroom terraced duplex for sale,"  Off Alexander Avenue, Old Ikoyi, Ikoyi, Lagos",Added on 15 Jun 2020,4,4,"220,000,000"
4 bedroom semi-detached duplex for sale,"  Devine Home Gra, Thomas Estate Ajah, Lekki, Lagos",Added on 05 May 2020,4,4,"35,000,000"
Detached bungalow for sale,"  Off Governors Road, Idimu, Lagos",Added on 15 Jun 2020,4,4,"15,500,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 15 Jun 2020,5,6,"230,000,000"
2 bedroom block of flats for sale,"  Off Abraham Adesanya, Urban Prime 2 Estate., Ogombo, Ajah, Lagos",Added on 15 Jun 2020,2,3,"18,000,000"
?,,?,,,
3 bedroom semi-detached bungalow for sale,"  Dominon Onward Opposite Fara Park Estate, Sangotedo, Ajah, Lagos",Added on 09 Aug 2019,3,3,"16,500,000"
3 bedroom terraced duplex for sale,"  Off Abraham Adesanya, Urban Prime 2 Estate., Ogombo, Ajah, Lagos",Added on 15 Jun 2020,3,5,"41,000,000"
4 bedroom semi-detached duplex for sale,"  Diamond Estate By Novare Mall, Sangotedo, Ajah, Lagos",Added on 20 Jan 2020,4,5,"45,000,000"
2 bedroom terraced duplex for sale,"  Abraham Adesanya Ajah, Ogombo, Ajah, Lagos",Added on 14 Jun 2020,2,5,"35,000,000"
Block of flats for sale,"  Magodo, Lagos",Added on 24 Dec 2019,2,5,"200,000,000"
4 bedroom semi-detached duplex for sale,"  Mayegun, Close To Osapa London, Osapa, Lekki, Lagos",Added on 14 Jun 2020,4,4,"45,000,000"
6 bedroom house for sale,"  Gwarimpa Main, Gwarinpa, Abuja",Added on 14 Jun 2020,6,6,"270,000,000"
3 bedroom detached bungalow for sale,"  Ojokoro Newtown Estate, Agric, Ikorodu, Lagos",Added on 14 Jun 2020,3,6,"12,000,000"
5 bedroom semi-detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 14 Jun 2020,5,5,"300,000,000"
4 bedroom house for sale,"  Victoria Island Extension, Victoria Island (VI), Lagos",Added on 14 Jun 2020,4,4,"155,000,000"
?,"  Victoria Island Extension, Victoria Island (VI), Lagos",?,4,4,"155,000,000"
3 bedroom semi-detached bungalow for sale,"  Abraham Adesanya Estate. Z-street House-5-6, Lekki Phase 2, Lekki, Lagos",Added on 13 Feb 2020,3,3,"18,000,000"
Semi-detached duplex for sale,"  Ikota., Ajah, Lagos",Added on 14 Jun 2020,3,3,"40,000,000"
3 bedroom block of flats for sale,"  Off Abraham Adesanya, Lekki-ajah Lagos, Urban Prime 2 Estate., Ogombo, Ajah, Lagos",Added on 14 Jun 2020,3,4,"25,500,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 14 Jun 2020,5,6,"85,000,000"
1 bedroom block of flats for sale,"  Off Abraham Adesanya, Lekki-ajah Lagos, Urban Prime 2 Estate., Ogombo, Ajah, Lagos",Added on 14 Jun 2020,1,2,"12,500,000"
3 bedroom detached bungalow for sale,"  By Novare Mall, Sangotedo, Ajah, Lagos",Added on 11 May 2020,3,4,"20,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 25 May 2020,5,6,"120,000,000"
5 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 04 Jun 2020,5,6,"550,000,000"
5 bedroom detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 14 Jun 2020,5,6,"750,000,000"
4 bedroom detached duplex for sale,"  Magodo Phase 2 ., GRA, Magodo, Lagos",Added on 14 Jun 2020,4,4,"140,000,000"
4 bedroom semi-detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 15 May 2020,4,4,"45,000,000"
?,,?,,,
3 bedroom semi-detached duplex for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,500,000"
4 bedroom block of flats for sale,"  Command, Ayobo, Lagos",Added on 14 Jun 2020,4,3,"9,500,000"
3 bedroom semi-detached duplex for sale,"  Magodo Phase 2 Ikeja, Alausa, Ikeja, Lagos",Added on 14 Jun 2020,3,3,"50,000,000"
4 bedroom terraced duplex for sale,"  Chevron, Lekki, Lagos",Added on 07 Jun 2020,4,4,"45,000,000"
4 bedroom terraced duplex for sale,"  Off Ayodele Fanoiki, GRA, Magodo, Lagos",Added on 14 Jun 2020,4,4,"41,000,000"
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 07 May 2020,5,5,"110,000,000"
4 bedroom house for sale,"  2nd Toll Gate Axis, Lekki Expressway, Lekki, Lagos",Added on 14 Jun 2020,4,4,"45,000,000"
