description,location,date,bedroom,bathroom,price
4 bedroom semi-detached duplex for sale,"  Magodo Gra, Phase Ii, GRA, Ogudu, Lagos",Added on 13 Apr 2020,4,5,"90,000,000"
5 bedroom detached duplex for sale,"  Jubilation Garden City, Lokogoma District, Abuja",Added on 13 Apr 2020,5,5,"42,000,000"
5 bedroom block of flats for sale,"  Adeba Street, Adeba Bus Stop, After Mayfair Garden, Awoyaya, Ibeju Lekki, Lagos",Added on 12 Apr 2020,5,5,"30,000,000"
4 bedroom detached duplex for sale,"  Off Airforce Road Okaka Yenagoa, Yenagoa, Bayelsa",Added on 12 Apr 2020,4,5,"19,000,000"
?,"  Off Airforce Road Okaka Yenagoa, Yenagoa, Bayelsa",?,4,5,"19,000,000"
4 bedroom detached bungalow for sale,"  Asolo Agric, Agric, Ikorodu, Lagos",Added on 12 Apr 2020,4,4,"11,000,000"
3 bedroom block of flats for sale,"  In A Well Secured Estate, Anthony, Maryland, Lagos",Added on 12 Apr 2020,3,4,"100,000,000"
5 bedroom detached duplex for sale,"  Royal View Estate Ikota Lekki, Ikota, Lekki, Lagos",Added on 12 Apr 2020,5,5,"90,000,000"
4 bedroom semi-detached duplex for sale,"  Diamond Estate By Novare Mall Shoprite, Sangotedo, Ajah, Lagos",Added on 18 Dec 2019,4,4,"45,000,000"
4 bedroom terraced duplex for sale,"  Awoyaya, Oribanwa, Ibeju Lekki, Lagos",Added on 06 Nov 2019,4,4,"19,975,000"
5 bedroom terraced duplex for sale,"  Guzape District, Abuja",Added on 12 Apr 2020,5,5,"70,000,000"
3 bedroom semi-detached duplex for sale,"  Wuse 2, Wuse 2, Abuja",Added on 12 Apr 2020,3,3,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Road Chevron, Lekki Peninsula, Lekki, Ikota, Lekki, Lagos",Added on 12 Apr 2020,4,4,"85,000,000"
4 bedroom terraced duplex for sale,"  Grace Court Makoko, Adekunle, Yaba, Lagos",Added on 19 Sep 2019,4,4,"65,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 1 Lekki Lagos State, Lekki Phase 1, Lekki, Lagos",Added on 12 Apr 2020,4,4,"180,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 12 Apr 2020,5,4,"550,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Behind Minister's Quarters, Opposite Mobil, Mabuchi, Abuja",Added on 27 Oct 2019,4,4,"54,000,000"
5 bedroom detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 12 Dec 2019,5,4,"57,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 12 Apr 2020,4,4,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, By Lekki 2nd Toll Gate, Lekki Phase 1, Lekki, Lagos",Added on 21 Feb 2020,4,4,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Ilasan Lekki Lagos, Ilasan, Lekki, Lagos",Added on 18 Mar 2020,4,4,"55,000,000"
Block of flats for sale,"  Kola Ajegunle, Ifako-Ijaiye, Lagos",Added on 11 Apr 2020,4,4,"27,000,000"
4 bedroom detached duplex for sale,"  In A Well Secured Estate, Ado, Ajah, Lagos",Added on 11 Apr 2020,4,5,"45,000,000"
4 bedroom terraced duplex for sale,"  Apo District Fct, Apo, Abuja",Added on 11 Feb 2020,4,4,"40,000,000"
3 bedroom terraced duplex for sale,"  Apo District Fct, Apo, Abuja",Added on 11 Feb 2020,3,3,"37,000,000"
3 bedroom block of flats for sale,"  Osborne, Ikoyi, Lagos",Added on 11 Apr 2020,3,3,"100,000,000"
?,"  Osborne, Ikoyi, Lagos",?,3,3,"100,000,000"
3 bedroom terraced duplex for sale,"  Sir William's Place, Michael Olawale Cole Crescent, Lekki Phase 1, Lekki, Lagos",Added on 11 Apr 2020,3,3,"80,000,000"
4 bedroom detached duplex for sale,"  Resettlement, Apo, Abuja",Added on 11 Apr 2020,4,4,"80,000,000"
5 bedroom detached duplex for sale,"  Independence Layout, Enugu, Enugu",Added on 11 Apr 2020,5,4,"70,000,000"
3 bedroom semi-detached duplex for sale,"  Promenade Estate, Lokogoma District, Abuja",Added on 11 Apr 2020,3,3,"40,000,000"
Block of flats for sale,"  Off Adepitan Street, Alapere, Ketu, Lagos",Added on 11 Apr 2020,3,3,"15,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 01 Nov 2019,4,5,"75,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island Estate, Banana Island, Ikoyi, Lagos",Added on 16 Dec 2019,5,6,"400,000,000"
5 bedroom detached duplex for sale,"  Banana Island Estate, Banana Island, Ikoyi, Lagos",Added on 03 Feb 2020,5,6,"1,099,999,999"
3 bedroom block of flats for sale,"  One Day Agbani Road, Gariki, Enugu, Enugu",Added on 10 Apr 2020,3,6,"50,000,000"
3 bedroom block of flats for sale,"  Upper Meniru , Agbani Road, Gariki, Enugu, Enugu",Added on 10 Apr 2020,3,3,"40,000,000"
2 bedroom semi-detached duplex for sale,"  Off Road Trans Ekulu Enugu, Trans Ekulu, Enugu, Enugu",Added on 10 Apr 2020,2,3,"17,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Plot 2785, End Of Linda Chalker Street, Asokoro District, Abuja",Added on 23 Jun 2020,5,5,"170,000,000"
4 bedroom terraced duplex for sale,"  Ikota Villa Estate, Lekki, Lagos",Added on 06 Jan 2020,4,5,"37,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 10 Apr 2020,4,5,"38,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 10 Apr 2020,5,5,"180,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 10 Apr 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 10 Apr 2020,5,5,"105,000,000"
4 bedroom detached duplex for sale,"  Chevron Lekki, Lekki Phase 2, Lekki, Lagos",Added on 10 Apr 2020,4,4,"55,000,000"
Detached bungalow for sale,"  Akobo, Ibadan, Oyo",Added on 10 Apr 2020,4,4,"25,000,000"
4 bedroom terraced duplex for sale,"  Ilasan, Lekki, Lagos",Added on 06 Feb 2020,4,4,"70,000,000"
5 bedroom detached duplex for sale,"  Aremu Bukola, Ogombo, Ajah, Lagos",Added on 10 Apr 2020,5,5,"70,000,000"
?,"  Aremu Bukola, Ogombo, Ajah, Lagos",?,5,5,"70,000,000"
4 bedroom detached duplex for sale,"  Ogudu Gra, GRA, Ogudu, Lagos",Added on 08 Jan 2020,4,5,"90,000,000"
4 bedroom terraced duplex for sale,"  Mbora District, Mbora (Nbora), Abuja",Added on 04 Feb 2020,4,4,"45,000,000"
Detached duplex for sale,"  Victory Park Estate, Osapa, Lekki, Lagos",Added on 09 Apr 2020,4,4,"198,000,000"
5 bedroom semi-detached duplex for sale,"  K-farm Estate, Iju-Ishaga, Agege, Lagos",Added on 16 Jan 2020,5,6,"55,000,000"
4 bedroom terraced duplex for sale,"  Behind May Fair Garden Awoyaya, Sangotedo, Ajah, Lagos",Added on 09 Apr 2020,4,4,"35,000,000"
4 bedroom terraced duplex for sale,"  Lifecamp, Life Camp, Abuja",Added on 09 Apr 2020,4,5,"57,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 24 Sep 2019,5,5,"100,000,000"
5 bedroom detached duplex for sale,"  Megamound Estate, Ikota Villa Estate, Lekki, Lagos",Added on 19 Sep 2019,5,5,"100,000,000"
3 bedroom house for sale,"  No7 Akara Close,trademore Phase3 ,von, Lugbe District, Abuja",Added on 09 Apr 2020,3,3,"18,000,000"
3 bedroom house for sale,"  1004 Estate, Victoria Island (VI), Lagos",Added on 09 Apr 2020,3,4,"68,000,000"
4 bedroom semi-detached duplex for sale,"  Phase 1 Gra, GRA, Magodo, Lagos",Added on 09 Feb 2020,4,4,"55,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Orchid Road, Lafiaji, Lekki, Lagos",Added on 20 Jul 2020,4,4,"55,000,000"
6 bedroom detached duplex for sale,"  Main Guzape, Guzape District, Abuja",Added on 09 Apr 2020,6,7,"380,000,000"
3 bedroom house for sale,"  Afri Bank Estate, Lekki Expressway, Lekki, Lagos",Added on 02 Nov 2019,3,3,"9,000,000"
House for sale,"  Beside Tybato Filling Station Along Moniya Road, Akinyele, Oyo",Added on 08 Apr 2020,3,3,"6,000,000"
5 bedroom detached duplex for sale,"  Chevy View Estate, Chevron, Osapa, Lekki, Lagos",Added on 08 Apr 2020,5,5,"55,000,000"
3 bedroom semi-detached bungalow for sale,"  Abraham Adesanya, Ajiwe, Ajah, Lagos",Added on 13 Feb 2020,3,5,"23,000,000"
5 bedroom semi-detached duplex for sale,"  Guzape District, Abuja",Added on 17 May 2019,5,7,"150,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 08 Apr 2020,4,4,"120,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 08 Apr 2020,4,4,"70,000,000"
Semi-detached duplex for sale,"  Zone 5, Wuse, Abuja",Added on 08 Apr 2020,4,4,"150,000,000"
?,"  Zone 5, Wuse, Abuja",?,4,4,"150,000,000"
4 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 28 Jan 2020,4,4,"85,000,000"
4 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 08 Apr 2020,4,4,"350,000,000"
Block of flats for sale,"  Gwarinpa, Abuja",Added on 08 Apr 2020,4,4,"250,000,000"
8 bedroom block of flats for sale,"  Behind Ourlady Of Apostle, Fatima Bus-stop, Odo-ona Apata., Apata, Ibadan, Oyo",Added on 08 Apr 2020,8,5,"8,000,000"
5 bedroom detached duplex for sale,"  Maitama District, Abuja",Added on 07 Apr 2020,5,5,"170,000,000"
5 bedroom detached duplex for sale,"  Alagbaka Gra, Akure, Ondo",Added on 07 Apr 2020,5,6,"60,000,000"
4 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 17 Jan 2020,4,4,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki, Lagos",Added on 28 Jan 2020,4,4,"50,000,000"
4 bedroom terraced duplex for sale,"  Praisehill Estate, Arepo, Berger, Arepo, Ogun",Added on 11 Apr 2019,4,4,"35,000,000"
4 bedroom detached duplex for sale,"  After Orji Uzor Kalu By Barnex, Wuse 2, Mabushi, Abuja",Added on 06 Apr 2020,4,5,"85,000,000"
Semi-detached duplex for sale,"  Oshorun Heritage Estate, Isheri North, Lagos",Added on 06 Apr 2020,4,5,"65,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Behind Minister's Quarters, Opposite Mobil, Mabuchi, Abuja",Added on 27 Oct 2019,4,4,"54,000,000"
3 bedroom detached bungalow for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 06 Apr 2020,3,3,"18,000,000"
4 bedroom detached bungalow for sale,"  Jericho, Ibadan, Oyo",Added on 06 Apr 2020,4,3,"30,000,000"
4 bedroom house for sale,"  Allen, Ikeja, Lagos",Added on 23 Mar 2020,4,3,"65,000,000"
5 bedroom semi-detached duplex for sale,"  White Oak Estate, Ologolo, Lekki, Lagos",Added on 03 May 2019,5,5,"58,000,000"
1 bedroom terraced duplex for sale,"  Buena Vista Estate, Lafiaji, Lekki, Lagos",Added on 19 Sep 2019,1,1,"20,000,000"
7 bedroom detached duplex for sale,"  Off Babatunde Anjous, Lekki Phase 1, Lekki, Lagos",Added on 06 Apr 2020,7,7,"440,000,000"
1 bedroom semi-detached bungalow for sale,"  Bank Olemoh, Iponri, Surulere, Lagos",Added on 06 Apr 2020,1,1,"20,000,000"
Block of flats for sale,"  Fadeyi, Shomolu, Lagos",Added on 05 Apr 2020,1,1,"180,000,000"
3 bedroom detached bungalow for sale,"  Mowe, Ogun State, Mowe Ofada, Ogun",Added on 05 Apr 2020,3,3,"8,000,000"
?,"  Mowe, Ogun State, Mowe Ofada, Ogun",?,3,3,"8,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 05 Apr 2020,5,5,"125,000,000"
4 bedroom semi-detached duplex for sale,"  12, Valley View Estate Oluodo Igbogbo Lagos Nigeria, Igbogbo, Ikorodu, Lagos",Added on 05 Apr 2020,4,4,"25,000,000"
4 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 05 Apr 2020,4,4,"550,000,000"
8 bedroom detached bungalow for sale,"  Age Mowo, Badagry, Lagos",Added on 05 Apr 2020,8,2,"8,000,000"
6 bedroom detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 10 Mar 2020,6,6,"1,300,000,000"
4 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 04 Apr 2020,4,6,"48,000,000"
5 bedroom detached duplex for sale,"  Ibeju Lekki, Lagos",Added on 04 Apr 2020,5,6,"149,000,000"
4 bedroom detached bungalow for sale,"  Gbaga Bus Stop, Off Ijede Road, Ikorodu, Lagos",Added on 04 Apr 2020,4,4,"10,000,000"
4 bedroom semi-detached duplex for sale,"  Life Camp, Abuja",Added on 04 Apr 2020,4,4,"35,000,000"
5 bedroom detached duplex for sale,"  Adeniyi Jones, Ikeja, Lagos",Added on 04 Apr 2020,5,5,"100,000,000"
4 bedroom detached duplex for sale,"  Off Freedom Way, Lekki Phase 1., Ibeju Lekki, Lagos",Added on 04 Apr 2020,4,5,"130,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Orchid, Ikota, Lekki, Lagos",Added on 13 Aug 2020,4,4,"58,000,000"
4 bedroom detached bungalow for sale,"  Ada George, Port Harcourt, Rivers",Added on 04 Apr 2020,4,4,"28,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 04 Apr 2020,5,6,"125,000,000"
3 bedroom terraced duplex for sale,"  Divine Homes, Thomas Estate, Ajah, Lagos",Added on 12 Mar 2020,3,3,"37,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 04 Apr 2020,5,6,"85,000,000"
5 bedroom detached duplex for sale,"  Oral Estate, Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",Added on 07 Oct 2019,5,5,"75,000,000"
4 bedroom detached duplex for sale,"  Chevron Drive, Lekki Phase 2, Lekki, Lagos",Added on 14 Oct 2019,4,4,"90,000,000"
5 bedroom detached duplex for sale,"  In A Serene Community,opp Bus School,, Sangotedo, Ajah, Lagos",Added on 03 Apr 2020,5,5,"50,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 31 Jan 2019,4,5,"250,000,000"
Detached bungalow for sale,"  Powerline Estate, Ajagbandi, Ojo, Lagos",Added on 06 Jan 2019,4,5,"10,000,000"
?,"  Powerline Estate, Ajagbandi, Ojo, Lagos",?,4,5,"10,000,000"
5 bedroom house for sale,"  Ministers Hill, Maitama District, Abuja",Added on 03 May 2019,5,5,"500,000,000"
5 bedroom detached duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 24 Feb 2020,5,5,"220,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 02 Apr 2020,5,6,"100,000,000"
4 bedroom semi-detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 03 Apr 2020,4,5,"75,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 19 Mar 2020,5,6,"85,000,000"
3 bedroom house for sale,"  Thomas Estate, Ajah, Lagos",Added on 28 Mar 2020,3,3,"35,000,000"
5 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 27 Feb 2020,5,5,"1,200,000,000"
3 bedroom block of flats for sale,"  Banana Island Rd, Mojisola Onikoyi Estate,, Old Ikoyi, Ikoyi, Lagos",Added on 02 Feb 2020,3,5,"150,000,000"
4 bedroom semi-detached duplex for sale,"  Gbagada Phase 2 Extension, Gbagada, Lagos",Added on 02 Apr 2020,4,5,"40,000,000"
3 bedroom detached duplex for sale,"  Thomas Estate Road, Lekki Expressway, Lekki, Lagos",Added on 02 Apr 2020,3,3,"70,000,000"
5 bedroom detached duplex for sale,"  Apo District Fct, Apo, Abuja",Added on 11 Feb 2020,5,6,"80,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 20 Jul 2020,4,4,"120,000,000"
3 bedroom terraced duplex for sale,"  Gudu District Fct, Gudu, Abuja",Added on 11 Feb 2020,3,3,"37,000,000"
4 bedroom semi-detached duplex for sale,"  Gudu District Fct, Gudu, Abuja",Added on 11 Feb 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Apo District Fct, Apo, Abuja",Added on 11 Feb 2020,4,4,"55,000,000"
4 bedroom detached duplex for sale,"  Praisehill Estate, Arepo, After Opic Estate, Ojodu, Lagos",Added on 02 Apr 2020,4,4,"38,000,000"
5 bedroom detached duplex for sale,"  Harmony Estate, Ifako, Gbagada, Lagos",Added on 02 Apr 2020,5,4,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos",Added on 02 Apr 2020,4,6,"57,000,000"
4 bedroom semi-detached duplex for sale,"  Bera Estate, Off Chevron Drive, Lekki, Lagos",Added on 12 Sep 2019,4,4,"55,000,000"
6 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 06 Sep 2019,6,6,"280,000,000"
6 bedroom detached duplex for sale,"  VGC, Lekki, Lagos",Added on 31 Oct 2018,6,6,"180,000,000"
?,"  VGC, Lekki, Lagos",?,6,6,"180,000,000"
5 bedroom detached duplex for sale,"  South Lake Homes Estate, Behind Spg, Ologolo, Lekki, Lagos",Added on 10 Oct 2018,5,5,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Behind High Court, Asaba, Delta",Added on 18 Feb 2020,4,5,"55,000,000"
5 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 01 Apr 2020,5,5,"950,000,000"
4 bedroom detached duplex for sale,"  Banana Island Estate, Banana Island, Ikoyi, Lagos",Added on 01 Apr 2020,4,4,"450,000,000"
4 bedroom detached bungalow for sale,"  Republic, Independence Layout, Enugu, Enugu",Added on 01 Apr 2020,4,4,"27,000,000"
4 bedroom detached duplex for sale,"  Gwarinpa, Abuja",Added on 01 Apr 2020,4,4,"50,000,000"
4 bedroom detached duplex for sale,"  Apo, Abuja",Added on 01 Apr 2020,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Maitama District, Abuja",Added on 01 Apr 2020,5,5,"500,000,000"
4 bedroom terraced duplex for sale,"  Lekki Ocean Side, Marwa, Lekki Phase 1, Lekki, Lagos",Added on 01 Apr 2020,4,4,"110,000,000"
4 bedroom detached duplex for sale,"  Gwarinpa, Abuja",Added on 01 Apr 2020,4,4,"50,000,000"
Semi-detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 01 Apr 2020,4,4,"750,000,000"
?,,?,,,
3 bedroom terraced duplex for sale,"  Airport Road., Lugbe District, Abuja",Added on 08 Jul 2020,3,,"23,100,000"
4 bedroom detached duplex for sale,"  Royal Garden Estate, Ajah, Lagos",Added on 01 Apr 2020,4,5,"120,000,000"
5 bedroom detached duplex for sale,"  Royal Garden Estate, Ajah, Lagos",Added on 01 Apr 2020,5,6,"120,000,000"
4 bedroom detached duplex for sale,"  Apo, Abuja",Added on 01 Apr 2020,4,4,"50,000,000"
3 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 01 Apr 2020,3,3,"100,000,000"
5 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 01 Apr 2020,5,3,"450,000,000"
5 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 13 Feb 2020,5,3,"170,000,000"
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 01 Apr 2020,5,6,"120,000,000"
4 bedroom terraced duplex for sale,"  Behind Lagos Business School, Sangotedo, Ajah, Lagos",Added on 01 Apr 2020,4,4,"34,000,000"
5 bedroom detached duplex for sale,"  Along Orchid Way Eleganza, Lekki, Lagos",Added on 29 Mar 2020,5,6,"70,000,000"
?,"  Along Orchid Way Eleganza, Lekki, Lagos",?,5,6,"70,000,000"
4 bedroom detached bungalow for sale,"  Psychiatric Road, Rumuigbo, Port Harcourt, Rivers",Added on 31 Mar 2020,4,4,"40,000,000"
3 bedroom semi-detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 31 Mar 2020,3,3,"45,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 31 Mar 2020,5,3,"120,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 31 Mar 2020,5,5,"190,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 31 Mar 2020,4,5,"52,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 31 Mar 2020,5,6,"250,000,000"
5 bedroom semi-detached duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 10 Jan 2020,5,6,"55,000,000"
3 bedroom detached bungalow for sale,"  Epetedo Street, Abaranje Road, Ijegun, Ikotun, Lagos",Added on 31 Mar 2020,3,3,"15,000,000"
Detached duplex for sale,"  University Estate, Lbs, Olokonla, Ajah, Lagos",Added on 31 Mar 2020,3,3,"45,000,000"
Semi-detached duplex for sale,"  Ikota Villa Estate, Lekki, Lagos",Added on 26 Jun 2019,3,3,"44,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Mar 2020,4,4,"45,000,000"
?,,?,,,
4 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 02 Aug 2020,4,5,"780,000,000"
2 bedroom block of flats for sale,"  Lavadia Apartment, Ajah, Lagos",Added on 11 Feb 2020,2,5,"20,500,000"
4 bedroom house for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 30 Mar 2020,4,4,"165,000,000"
Block of flats for sale,"  Nut Road By Dla, Asaba, Delta",Added on 30 Mar 2020,4,4,"35,000,000"
Detached duplex for sale,"  Ebighigbo Street, Okwe, Asaba, Delta",Added on 30 Mar 2020,4,4,"25,000,000"
6 bedroom semi-detached duplex for sale,"  Thinkers Corner, Enugu, Enugu",Added on 30 Mar 2020,6,6,"70,000,000"
Block of flats for sale,"  Idimu, Isheri Olofin, Alimosho, Lagos",Added on 30 Mar 2020,6,6,"16,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 25 Mar 2020,5,5,"85,000,000"
5 bedroom detached duplex for sale,"  2nd Toll Gate, Lekki Expressway, Lekki, Lagos",Added on 30 Mar 2020,5,5,"95,000,000"
4 bedroom semi-detached duplex for sale,"  Idado, Lekki, Lagos",Added on 08 Feb 2020,4,4,"65,000,000"
?,"  Idado, Lekki, Lagos",?,4,4,"65,000,000"
4 bedroom terraced duplex for sale,"  Ikeja GRA, Ikeja, Lagos",Added on 09 Dec 2019,4,4,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Omole Phase 1, Ikeja, Lagos",Added on 29 Mar 2020,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Along Orchid Way Eleganza, Lekki, Lagos",Added on 29 Mar 2020,5,6,"70,000,000"
10 bedroom detached bungalow for sale,"  Alh Ajisegiri Street Alowonle ,, Abeokuta South, Ogun",Added on 29 Mar 2020,10,2,"7,000,000"
4 bedroom terraced duplex for sale,"  Ilupeju, Lagos",Added on 28 Mar 2020,4,4,"65,000,000"
Terraced bungalow for sale,"  IlÃ© Tuntun Area Off Nihort Jericho Road Ibadan, Ido, Oyo",Added on 28 Mar 2020,4,4,"11,000,000"
5 bedroom detached duplex for sale,"  2nd Toll Gate, Ikota, Lekki, Lagos",Added on 28 Mar 2020,5,6,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 21 Jan 2020,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Atlantic View Estate, Along Alpha Beach Road, Lekki, Lagos",Added on 18 Oct 2018,4,4,"40,000,000"
5 bedroom detached duplex for sale,"  Avenue, Old Ikoyi, Ikoyi, Lagos",Added on 28 Mar 2020,5,6,"750,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki, Lagos",Added on 28 Mar 2020,4,5,"50,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Bera Estate Off Chevron Drive, Lekki Expressway, Lekki, Lagos",Added on 15 Aug 2020,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 28 Mar 2020,5,6,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Ajah, Lagos",Added on 28 Mar 2020,4,5,"40,000,000"
4 bedroom detached duplex for sale,"  Ado, Ajah, Lagos",Added on 28 Mar 2020,4,5,"55,000,000"
5 bedroom detached duplex for sale,"  Next To Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 21 Feb 2020,5,6,"270,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 12 Mar 2020,4,5,"70,000,000"
5 bedroom detached duplex for sale,"  Chevron Toll, Ikota, Lekki, Lagos",Added on 21 Mar 2020,5,6,"75,000,000"
4 bedroom detached duplex for sale,"  Ajah By Abraham Adesanya, Ajah, Lagos",Added on 17 Mar 2020,4,6,"55,000,000"
5 bedroom semi-detached duplex for sale,"  Eliozu, Port Harcourt, Rivers",Added on 28 Mar 2020,5,3,"40,000,000"
3 bedroom terraced duplex for sale,"  Ilasan Estate, By World Oil Filling Station, Ikate Elegushi, Lekki, Lagos",Added on 18 Aug 2019,3,4,"55,000,000"
?,"  Ilasan Estate, By World Oil Filling Station, Ikate Elegushi, Lekki, Lagos",?,3,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Victoria Island (VI), Lagos",Added on 27 Mar 2020,4,4,"200,000,000"
5 bedroom detached duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 27 Mar 2020,5,5,"48,000,000"
House for sale,"  Elebu Oritamerin Junction After Police Station Off Oluyole Extension, Ibadan, Oyo",Added on 27 Mar 2020,5,5,"14,000,000"
3 bedroom block of flats for sale,"  Igando, Isheri Olofin, Alimosho, Lagos",Added on 27 Mar 2020,3,3,"25,000,000"
House for sale,"  Ajila Elebu Layout Off Oluyole Extension, Oluyole, Oyo",Added on 27 Mar 2020,3,3,"30,000,000"
Detached duplex for sale,"  Oluyole Estate, Oluyole, Oyo",Added on 27 Mar 2020,3,3,"70,000,000"
4 bedroom house for sale,"  Gbekuba Area After Baptist School, Ibadan, Ido, Oyo",Added on 27 Mar 2020,4,3,"15,000,000"
4 bedroom terraced bungalow for sale,"  All Saint Road, Agofieti Idiishin Extension Ibadan, Ido, Oyo",Added on 27 Mar 2020,4,4,"16,000,000"
House for sale,"  Beside Royal Gas Cresent Odo Ona Elewe Area Off Akala Express Way, Oluyole, Oyo",Added on 27 Mar 2020,4,4,"15,000,000"
4 bedroom terraced duplex for sale,"  Agungi, Lekki, Lagos",Added on 27 Mar 2020,4,4,"65,000,000"
3 bedroom semi-detached duplex for sale,"  Bogije, Ibeju Lekki, Lagos",Added on 19 Feb 2020,3,3,"27,000,000"
?,,?,,,
3 bedroom terraced duplex for sale,"  Airport Road., Lugbe District, Abuja",Added on 08 Jul 2020,3,,"23,100,000"
5 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 15 Feb 2020,5,,"58,000,000"
